userName,content,score,at
Pengguna Google,Good,5,2020-03-10 10:34:34
Pengguna Google,"Good story game, like it",5,2020-03-09 19:09:13
Pengguna Google,Good game.,5,2020-03-08 07:55:57
Pengguna Google,very fun and the story is incredible,5,2020-03-07 10:05:01
Pengguna Google,permainan nya lumayan tapi bagusan coking vefer ♡ ☆ tapi gak patia bagus,3,2020-03-07 09:18:21
Pengguna Google,I really like the graphics and the story line is pretty good,5,2020-03-05 03:51:25
Pengguna Google,Bagus tapi sayang pakai energi yang ngisinya super lama. Harusnya bisa lebih cepat. 1 energi 1 menit gitu. Kalau lama kan jadi bikin mood berkurang. Aku juga udah download yang direkomendasiin biar dapat 30 energi. Tapi zonk gak dapat apa pun.,1,2020-03-04 15:24:17
Pengguna Google,"Keren grafiknya, bahasa Inggris nya gak begitu susah dipahami, plus orangnya bisa bergerak. Such a nice game😁",5,2020-03-03 16:55:49
Pengguna Google,Game ini bagus sekali tapi apakah game ini online atau offline,5,2020-03-03 03:02:01
Pengguna Google,It's great,5,2020-03-02 13:30:36
Pengguna Google,Ceritanya menarik!!!!!! TAPI kelemahannya adalah energi nya cepat sekali berkurang padahal baru juga brp cerita dan lagi isi ulang energinya lama sekali,5,2020-03-01 14:42:16
Pengguna Google,Lumayan sih...,5,2020-03-01 14:15:10
Pengguna Google,"Game yang menarik, sayangnya energi yang dipakai terlalu cepat habis, dan pengisian energynya bisa dibilang terlalu lama.",4,2020-03-01 05:56:08
Pengguna Google,Di coba dulu,1,2020-02-29 16:59:35
Pengguna Google,"Really nice game ever best, i like the story",5,2020-02-28 10:43:59
Pengguna Google,Game yg sangat menarik,5,2020-02-28 06:28:31
Pengguna Google,"8 minutes to fill 1 energy feels very long. Maybe 2 minutes is enough. Overall, story of the game is good to play.",3,2020-02-27 10:52:34
Pengguna Google,"Great story and riddles, but it's kinda frustating when we suddenly need energy in the middle of a puzzle",5,2020-02-24 15:35:38
Pengguna Google,Just like from the movie(Murder on the orient express),5,2020-02-23 13:32:41
Pengguna Google,"Good game n nice grafik but poor at energy refill,so im sorry cz uninstall is the sudden option",2,2020-02-20 21:33:31
Pengguna Google,Stamina nya ngisi nya lama..,4,2020-02-19 14:21:20
Pengguna Google,Good,4,2020-02-19 11:15:37
Pengguna Google,Game nya bagus.. Anda mungkin butuh setahun lebih untuk menyelesaikan game ini... Pelit energi,1,2020-02-19 04:54:45
Pengguna Google,"Good game, tapi waktu untuk ngisi energi terlalu lama",4,2020-02-16 15:56:28
Pengguna Google,"Bagus, game nya menarik",5,2020-02-16 14:32:51
Pengguna Google,Game bagus banget kalau bisa orang nya bisa ambil barang seperti pubg,5,2020-02-16 07:37:04
Pengguna Google,Bisa belajar bahasa inggris,4,2020-02-16 05:28:12
Pengguna Google,detektif,5,2020-02-16 05:23:05
Pengguna Google,Kenapa baca surat harus memakai 30 energy ? Durasi energi 8 menit cuma 1 energy ? Terlalu lama itu!,2,2020-02-14 03:25:56
Pengguna Google,Coba dl kalo bagus kasih bintang 5,3,2020-02-13 10:02:15
Pengguna Google,The energy so fast emty !!!!,1,2020-02-13 09:12:37
Pengguna Google,Good,4,2020-02-13 05:45:00
Pengguna Google,Great game,5,2020-02-12 16:52:55
Pengguna Google,Crazy,4,2020-02-12 09:25:51
Pengguna Google,I love it,5,2020-02-12 04:08:51
Pengguna Google,"I need more energy, but i don't wanna buy it. 🙃",3,2020-02-11 08:35:57
Pengguna Google,"very fun game, like a real😀",5,2020-02-11 02:22:29
Pengguna Google,"Grafik ok, ada jalan ceritanya, gamenya santay..",5,2020-02-10 10:59:48
Pengguna Google,Cool,5,2020-02-06 20:53:16
Pengguna Google,Energi!!!,1,2020-02-06 10:54:30
Pengguna Google,Good,5,2020-02-05 06:26:15
Pengguna Google,Energinya kurang,3,2020-02-04 16:30:48
Pengguna Google,I like this game,5,2020-02-02 13:19:30
Pengguna Google,Seruu bet,5,2020-02-02 01:17:59
Pengguna Google,gamenya bagus,5,2020-01-31 07:56:07
Pengguna Google,Melatih otak,5,2020-01-29 14:24:58
Pengguna Google,Bagus appnya,5,2020-01-28 06:58:19
Pengguna Google,Keren dan penuh mengasah otak,5,2020-01-25 09:48:28
Pengguna Google,Gamenya bikin kesel dikit2 butuh energi blm 5 menit energi hbs,1,2020-01-22 10:41:42
Pengguna Google,Bagus sih,5,2020-01-21 08:12:56
Pengguna Google,Ok,5,2020-01-20 15:40:41
Pengguna Google,Best:),5,2020-01-20 14:20:37
Pengguna Google,Good,5,2020-01-19 12:21:23
Pengguna Google,"Gamenya enak,tapi energinya terlalu cepat abis.dan mau ngisinya kembali harus bayar. Syg bgt game bagus gini tpi ga asik krna hrs bayar untuk isi energinya.jd cuma sebentr aja main,uda aku hapus aja",2,2020-01-19 11:31:39
Pengguna Google,Energinya lama ngisinya di diemin sehari ngak ke isi2,1,2020-01-18 01:04:05
Pengguna Google,"Bagus, tapi sayang energy cepet habis tpi ngisi ulang nya lama banget",5,2020-01-17 21:22:02
Pengguna Google,"Nice story, graphic design, and audio I really love the graphic design in this game, but why the story not finish yet? I was waiting so long for the next story '""the dada killer"" or next chapter at the other story Pleasee update the story as fast as you can.. Unfortunately, very limited energy and no reward after finish the chapter And last the reward of energy gained is also little",4,2020-01-17 08:21:49
Pengguna Google,sangat suke sangat game nie,5,2020-01-16 11:58:09
Pengguna Google,"Good Game, I enjoy playing it.",4,2020-01-12 00:22:55
Pengguna Google,"The game is awesome. Stunning graphics, amazing voice actors, interesting story, feels like I'm really trapped in there with them. However, the energy is taking TOO long to refill, and no save-load point for the puzzles so I have to restart all over again even though I've already found several items. I'm intrigued to keep this game in my phone or not.",4,2020-01-11 17:55:15
Pengguna Google,"Gamenya menarik, tapi syangnya pemakaian energi terlalu bnyak sedangkan pengisian energinya terlalu lama, tolong perbaiki untuk energinya,,..",3,2020-01-11 17:11:36
Pengguna Google,Seru sih tapi cara isi ulang stamina nya gmna yak,5,2020-01-10 02:54:48
Pengguna Google,When will update againn? I can't wait anymoreee plz:(,5,2020-01-08 13:20:41
Pengguna Google,D3 de,5,2020-01-08 10:14:32
Pengguna Google,Nice game,5,2020-01-06 09:20:36
Pengguna Google,Is good,4,2020-01-01 12:08:21
Pengguna Google,Ok,5,2019-12-31 21:07:39
Pengguna Google,Bagus cuman energinya cepet habis,4,2019-12-29 06:59:27
Pengguna Google,Sukakkk bingiztt,5,2019-12-27 14:45:05
Pengguna Google,"energinya gampang habis, tapi over all bagus",4,2019-12-27 11:29:28
Pengguna Google,😁😁,5,2019-12-27 09:42:00
Pengguna Google,I love this game:),5,2019-12-25 23:10:39
Pengguna Google,Good game,3,2019-12-25 16:35:08
Pengguna Google,"Bagus sih , tapi kenapa energy nya lama , nggak bisa pakai cara lain apa energy nya , sebel nunggu nya lama , mohon kerjasama nya dong , supaya kita semua bisa nyaman bermainnya :)",5,2019-12-24 09:23:28
Pengguna Google,"Untuk cerita dan gambarnya sudah sangat bagus. Tapi sering muncul pemberitahuan kalau server error dan disuruh menunggu 15 menit, padahal internet saya lancar. Mohon peningkatannya",4,2019-12-23 07:42:48
Pengguna Google,Good,4,2019-12-20 12:37:46
Pengguna Google,Mantap gamenya,5,2019-12-20 08:40:39
Pengguna Google,"Mantap dan bikin penasaran, sekalian belajar bahasa inggri...",5,2019-12-19 07:35:28
Pengguna Google,Ok,5,2019-12-18 12:32:15
Pengguna Google,This is my first playing this game. So far is good but i know its not going to be easy.,4,2019-12-17 16:05:29
Pengguna Google,Good,5,2019-12-17 14:51:07
Pengguna Google,bagussss...klo pke bahasa indo lebih bagus,5,2019-12-17 14:00:56
Pengguna Google,"Ada yg tau caranya ngubah kata sandi di brangkasnya itu enggak ya? Saya salah masukin sandi, mau diperbaiki engga bisa...",4,2019-12-17 03:51:19
Pengguna Google,"Gamenya bagus, tapi energinya tolong di percepatin dong, susah mau mainnya :(",3,2019-12-14 09:38:52
Pengguna Google,"Game nya bagus njir,",5,2019-12-14 05:27:02
Pengguna Google,👏👏👏👏👏👏 keren betul misterinya👏👏👏👏👏👏💯,5,2019-12-13 09:38:23
Pengguna Google,bisa gak energinya jgn boros boros? cape nunggu atuh,5,2019-12-13 00:25:07
Pengguna Google,"Grafiknya bagus, gamenya asik, sayang energinya lama",5,2019-12-11 08:32:08
Pengguna Google,"Nice game, but the energy is... Yeah you know..",4,2019-12-10 19:29:41
Pengguna Google,Bagus,5,2019-12-09 12:36:01
Pengguna Google,"Energinya memang cepat habis tapi agar dapat energi banyak ubah saja tanggalnya. oh iya saya lupa perkenalkan nama saya, perkenalkan nama saya beby saya tinggal di kalsel",5,2019-12-09 04:57:55
Pengguna Google,Kurang waw 😁,3,2019-12-08 19:36:23
Pengguna Google,Seru game nya guysss,5,2019-12-08 19:34:54
Pengguna Google,pengisian energy lebih di percepat.,1,2019-12-08 06:04:49
Pengguna Google,"Bagus sih, gak ada kendala sama sekali",5,2019-12-07 11:19:03
Pengguna Google,"This great game, i am enjoy this",5,2019-12-06 07:28:28
Pengguna Google,Saya suka banget karna permainan nya seru,5,2019-12-06 04:26:17
Pengguna Google,Sukaaa❤,5,2019-12-05 15:25:14
Pengguna Google,Nice Game,5,2019-12-04 05:08:45
Pengguna Google,Good game for your brain,5,2019-12-03 13:05:13
Pengguna Google,next chapter please,4,2019-12-02 05:42:19
Pengguna Google,Apakah games nya memakai kuota .....,1,2019-11-30 15:37:00
Pengguna Google,Bagus tapi sayangnya energinya lama ngisinya voba di perbaiki lagi untuk energinya biar cepet full,5,2019-11-30 06:28:31
Pengguna Google,Mantull coiii,5,2019-11-29 16:53:00
Pengguna Google,Good game,5,2019-11-29 14:45:03
Pengguna Google,Seruuuuuu,5,2019-11-29 07:58:39
Pengguna Google,"Tolong dong gamenya perbaiki,masa gk bisa di mainin",1,2019-11-28 14:15:33
Pengguna Google,Game lanjutannya blm ada jg yaaa...,5,2019-11-25 19:01:20
Pengguna Google,"Cellphone signal is full even good, but why is downloading so difficult next time?",1,2019-11-24 13:33:25
Pengguna Google,Mantap banget game ya tapi tlong beraiki tambahi energi nya cpet bgt habis jadi gak puas main game ya,5,2019-11-24 04:47:04
Pengguna Google,"Great stories ,cant wait for next episode",5,2019-11-24 04:35:35
Pengguna Google,Game nya bagus,5,2019-11-24 02:19:23
Pengguna Google,"Recommend! For those who like detective kind of game and a great storyline! The graphic is good too! When they talk its like reading a comic, I like that! But I do hope the developer cut some energy usage though, I understand if its for when they talk or minigames thats hard, but mini games that just searching objects have to use 5 energy each object is a little troublesome, its make me annoyed and bored. Maybe make it 1 or 2 energy each object? If that can be done, I'll give you 5 stars again!",3,2019-11-23 03:24:32
Pengguna Google,"good,...good,...good",4,2019-11-22 15:39:20
Pengguna Google,Thanks developer I like this game hehe,5,2019-11-22 07:45:50
Pengguna Google,Fun,5,2019-11-22 03:59:50
Pengguna Google,Ya mayan lah buat gabut,5,2019-11-20 18:38:51
Pengguna Google,"Mainan nya cuma bisa sebentaran karna energi yang terpakai cepat habis 🤦‍♀️...mohon diperbaiki lagi, saya suka game nya.",4,2019-11-20 06:48:01
Pengguna Google,Game bagus dan sarat akan pikiran yg harus fokus,5,2019-11-19 05:14:23
Pengguna Google,Lumyan dpt energi nya susah,4,2019-11-17 03:40:37
Pengguna Google,Online,1,2019-11-16 05:51:16
Pengguna Google,"Mantap jiwa,good game",5,2019-11-16 05:22:57
Pengguna Google,Ih pake data pake data pun saya kasi bintang lima,5,2019-11-15 10:19:08
Pengguna Google,lumayanlah,3,2019-11-11 11:40:23
Pengguna Google,"Game nya seru, tpi yg part 2 chapter 4 kapan nih beresnya? Coming soon terus, udah seminggu lebih nungguin.. harap di percepat dong min buat part part berikutnya, keburu males mainin nya",5,2019-11-09 15:36:20
Pengguna Google,Ok,5,2019-11-08 18:05:52
Pengguna Google,Okeee,4,2019-11-08 13:34:47
Pengguna Google,"get 1 energy every 8 minute,so i must see more adds to get more energy so in every day my energy doesnt full please help for the free energy",3,2019-11-07 02:56:04
Pengguna Google,Permainan ini jelek sekali,2,2019-11-04 08:30:55
Pengguna Google,Good😊😎😎,5,2019-11-03 14:00:33
Pengguna Google,an unknown server error (7),3,2019-11-02 10:57:28
Pengguna Google,Gamenya bagus Dan game ini hidden object dan saya agak suka pokoknya deh!,4,2019-11-02 10:48:27
Pengguna Google,Baik,3,2019-10-31 09:55:24
Pengguna Google,SAYA SANGAT SUKA DAN PUAS KEPADA GAME INI SAYA TAU GAME INI PADA SAAT BERMAIN COOKING FEVER POKOKNYA THE BEAST LAH AKU SUKAAA BANGET MAKASI ADMIN,5,2019-10-31 09:31:12
Pengguna Google,Good storyline,5,2019-10-31 06:10:20
Pengguna Google,Good,5,2019-10-31 03:10:43
Pengguna Google,Good,5,2019-10-30 01:34:04
Pengguna Google,Good game but less energy :(,4,2019-10-29 18:39:35
Pengguna Google,No comment,5,2019-10-29 17:00:34
Pengguna Google,Great game. But the energy is taking to long to refill,4,2019-10-28 15:23:01
Pengguna Google,"Game nya seru , bisa obat suntuk...",5,2019-10-28 11:12:38
Pengguna Google,Seeeruuuuuuuuuuu bangeeeeeetttttttt woy!!!!!!!!!! Tpi knpa haru download misi huhuhu,5,2019-10-28 08:57:24
Pengguna Google,Oke,5,2019-10-27 14:44:23
Pengguna Google,Error when I play chapter 2. Please Fix it.,2,2019-10-26 22:49:47
Pengguna Google,Payah energinya cepat skli habis trus harga energinya mahal2.... Coba bisa nonton iklan biar dapat energi atau kek mana gt..,1,2019-10-25 23:39:27
Pengguna Google,Bagus,5,2019-10-25 16:35:25
Pengguna Google,please the recharge energy it's too long,1,2019-10-25 11:21:08
Pengguna Google,"Game nya menarik, tapi agak ribet karena perlu charge untuk energy, butuh nunggu lama klu tdk beli🤔😑",2,2019-10-25 08:17:09
Pengguna Google,"Energy nya boros dan lama baru refill kembali, lama lama bosan menunggu, membosankan",1,2019-10-24 23:08:26
Pengguna Google,"Game KONTOL.. energy cepet banget abisnya lama ngisinya, ujung2nya suruh beli energy nya berbayar",1,2019-10-24 16:42:43
Pengguna Google,Mayan,5,2019-10-24 14:32:58
Pengguna Google,"energy boros,malas main!!",1,2019-10-24 13:51:15
Pengguna Google,Ofline apa online,4,2019-10-24 09:44:35
Pengguna Google,Game nya menarik,5,2019-10-24 03:34:39
Pengguna Google,Cerita di Game sangat menarik dengan audio setiap character,5,2019-10-23 22:59:49
Pengguna Google,This game very exciting,5,2019-10-23 17:29:56
Pengguna Google,Game terkeren,5,2019-10-23 13:38:02
Pengguna Google,Good,5,2019-10-23 13:26:38
Pengguna Google,Yeeaaaaaaah kereeeennnnnn,5,2019-10-23 09:13:29
Pengguna Google,Penipu,5,2019-10-23 05:12:02
Pengguna Google,Nice game,5,2019-10-23 04:31:09
Pengguna Google,Gud,4,2019-10-23 03:37:39
Pengguna Google,Seru,5,2019-10-23 03:35:46
Pengguna Google,bagus,5,2019-10-22 18:51:03
Pengguna Google,Nice game,4,2019-10-22 17:57:51
Pengguna Google,Good game,5,2019-10-22 15:41:55
Pengguna Google,"I expect the next story quickly^^,",5,2019-10-22 15:22:38
Pengguna Google,I like it but energy little more,1,2019-10-22 09:29:32
Pengguna Google,"Game dengan alur story yang menarik, tapi sangat terbatas energi yang digunakan jntuk bermain, mendapatkannya sangat sedikit, tidak sebanding dengan waktu menunggu.. untu saat ini tidak merekomendasikan sampai diperbaiki sistem penambahan dan pemakaian energinya..",1,2019-10-22 04:11:41
Pengguna Google,"Game berpotensi jadi game bagus, tapi sayang Energinya terlalu Boros, yg akhirnya berimbas muncul rasa malas untuk memainkannya karena tidak sabar menunggu energinya full lagi",3,2019-10-21 18:08:49
Pengguna Google,Matre larang,1,2019-10-21 08:14:06
Pengguna Google,Enek,3,2019-10-21 06:51:13
Pengguna Google,Good,4,2019-10-21 03:27:22
Pengguna Google,GOOD,5,2019-10-20 19:49:49
Pengguna Google,Permainan ini sangat bagus,5,2019-10-20 10:03:17
Pengguna Google,Tess dlu buat kedepanny,3,2019-10-19 15:40:10
Pengguna Google,Good,4,2019-10-19 10:43:38
Pengguna Google,"Seru, tapi kenapa harus ada energinya. Dan udah gitu energinya ngisinya kelamaan.",3,2019-10-19 07:41:32
Pengguna Google,More update please,5,2019-10-19 04:53:01
Pengguna Google,RA FI,5,2019-10-19 04:26:28
Pengguna Google,I like,5,2019-10-19 03:24:00
Pengguna Google,👍🏻👍🏻👍🏻,5,2019-10-18 08:24:53
Pengguna Google,I like this game a lot...,5,2019-10-16 13:16:00
Pengguna Google,Seru.. Tp sayang energi nya cpet abis,4,2019-10-16 03:41:00
Pengguna Google,"Good updates, tapi opsi energy gratis dg menonton iklan dihilangkan. Tolong dikembalikan agar lbh cepat dpt energy gratis. Thanks!",5,2019-10-16 02:07:16
Pengguna Google,Not bad,3,2019-10-15 14:06:27
Pengguna Google,"Good stories, good game, wonderfull grafic... I really like it",5,2019-10-15 13:25:26
Pengguna Google,Nice,5,2019-10-11 12:22:27
Pengguna Google,"Energinya dikit dikit abis,ga seru",2,2019-10-10 05:13:45
Pengguna Google,Its a good game,5,2019-10-08 19:44:15
Pengguna Google,Sangat bagus,4,2019-10-07 06:56:51
Pengguna Google,Lama banget si next chapternya 😔,5,2019-10-06 17:52:40
Pengguna Google,Keren gamenya,5,2019-10-05 07:35:52
Pengguna Google,Love this game,5,2019-10-04 09:00:02
Pengguna Google,Keren,5,2019-10-04 04:40:25
Pengguna Google,Game. Nya bagus smoga gk blik level ujung nya,5,2019-10-03 17:13:06
Pengguna Google,"Grafik sangat bagus dan alur game sangat menarik. Cara memainkan hidden object scene juga tidak hanya harus mengklik barang tetapi juga harus membuka barang-barang tertentu untuk mendapatkan barang lain. Tetapi, energi sangat cepat habis dan pengisiannya sangat lambat. Mohon diperbaiki dan ditingkatkan.",3,2019-10-03 01:37:01
Pengguna Google,Finish tinggal tunggu kelanjutannya segera,5,2019-10-01 18:02:19
Pengguna Google,"Bagus,bikin mikir",4,2019-10-01 14:50:30
Pengguna Google,"Game ini keren grafis maupun mini gameny,cuma isi energiny lama jd cm bs dmainin 2x sehari aja",5,2019-09-25 08:42:29
Pengguna Google,Ok,5,2019-09-24 14:05:23
Pengguna Google,Sayang energynya lama,4,2019-09-24 11:18:57
Pengguna Google,"Secara keseluruhan, saya suka game ini. Interaksinya oke, kualutas gambarnya mantap, dan mini games-nya juga bikin mikir. Cuma memang isi ulang energinya lambat sekali sementara penggunaan energinya cenderung boros. Bersyukur dengan menonton iklan bisa dapat gratis 20 energi tanpa bayar, tapi efeknya ke kuota :) Saran, setelah menyelesaikan satu chapter cerita, energinya otomatis jadi full lagi.",4,2019-09-23 09:41:22
Pengguna Google,Good,5,2019-09-23 03:53:12
Pengguna Google,"Interesting game, i will continue playing this. 3 stars for now",3,2019-09-22 06:08:01
Pengguna Google,Energinya hrus beli dan waktu pemulihan nya lama bgt,3,2019-09-21 22:59:29
Pengguna Google,good game,5,2019-09-19 16:51:41
Pengguna Google,Sip,5,2019-09-18 18:27:38
Pengguna Google,Game Sangat Menarik,5,2019-09-17 11:38:45
Pengguna Google,Great game,5,2019-09-16 04:00:23
Pengguna Google,Grafik dan alur ceritanya luar biasa 👍,3,2019-09-15 21:12:50
Pengguna Google,Lama banget update kasus baru nya.. tlg di percepat. Dan tolong untuk energy nya manusiawi sedikit buat yg free player. Thanks,3,2019-09-15 15:31:14
Pengguna Google,This game is so good because it has a mystery And i love it pls update ok 😊😊,5,2019-09-15 00:13:32
Pengguna Google,Very good,5,2019-09-14 16:38:06
Pengguna Google,Nunggu energinnya lama bngt klo ga beli,4,2019-09-13 02:57:06
